SL No,Company,Country,Country Code,Market Cap,Diversity,Stock Price (2015),Stock Price (2016),Stock Price (2017),Stock Price (2018),Stock Price (2019),Stock Price (2020),Stock Price (2021),Stock Price (2022),Stock Price (2023),Stock Price (2024),Expense (2015),Expense (2016),Expense (2017),Expense (2018),Expense (2019),Expense (2020),Expense (2021),Expense (2022),Expense (2023),Expense (2024),Revenue (2015),Revenue (2016),Revenue (2017),Revenue (2018),Revenue (2019),Revenue (2020),Revenue (2021),Revenue (2022),Revenue (2023),Revenue (2024),Market share (2015),Market share (2016),Market share (2017),Market share (2018),Market share (2019),Market share (2020),Market share (2021),Market share (2022),Market share (2023),Market share (2024)
863,Twitterworks,Croatia,HRK,$675.15M,72.6,$8.92B,$816.46M,$126.29M,$6.88B,$350.52M,$2.49B,n/a,$8.19M,$68.38M,$316.8M,$66236695.96,$9027622.96,$36045614.29,$84360018.13,$8253049.80,$12811236.98,$23169327.71,$19505251.76,$9996797.32,$21637764.08,$29109465.70,$57144729.54,$58021115.21,$79181884.39,$53537130.99,$90230769.47,$51840379.17,$75070365.40,$72263817.55,$32661975.67,85.95,51.38,25.2,18.61,80.98,9.75,60.44,3.02,40.31,1.61
864,Zooxo,Mexico,MXN,$222.81M,41.4,$56.18B,$825.03M,$245.88M,n/a,$3.64B,$636.43M,$44.44M,$65.07M,$7.54B,$195.96M,$49075336.97,$45514269.29,$85816444.00,$59880480.51,$67464651.76,$99831591.56,$5477661.14,$99718559.88,$55031492.12,$82747720.13,$34913219.94,$4721157.62,$58653496.28,$24852096.44,$44674476.04,$75987230.45,$38082158.45,$23794995.22,$9092527.70,$42036350.18,63.46,61.0,57.64,92.99,73.66,94.36,53.31,25.08,80.69,61.53
865,Dynabox,Poland,PLN,$4.77M,33.6,$3.17B,$5.34B,n/a,$87.97B,$550.5M,$49.88M,$1.63B,$359.34M,$588.87M,$361.05M,$96426805.67,$66708460.80,$90352731.27,$94692898.52,$3354218.20,$32504260.90,$59702603.86,$78871481.25,$81790193.75,$30323032.45,$30511832.15,$95390021.90,$91032690.68,$36538866.91,$11133284.96,$1133246.13,$15944181.15,$8183364.55,$8434434.10,$53898220.74,83.97,90.62,55.65,19.45,12.55,5.3,73.22,77.03,35.97,52.09
866,Zoonder,Russia,RUB,n/a,45.9,n/a,$34.35B,$164.43M,$19.78M,$5B,$3.06B,$1.6B,$9.06B,n/a,n/a,$69120403.75,$76696194.62,$79922267.82,$63770073.90,$61883012.15,$16259800.95,$78632710.43,$67034227.42,$52142993.24,$81781062.89,$70874390.96,$30767892.46,$34905758.39,$52332935.23,$66879361.82,$28553326.61,$26080021.62,$68559004.41,$19626260.45,$85279665.16,79.51,60.2,79.21,46.58,90.62,63.49,82.47,68.25,83.99,68.91
867,Realbridge,Uzbekistan,UZS,$7.6B,29.4,$3.51B,$51.07M,$3.84B,n/a,$365.69M,$4.24B,$234.72M,$1.89B,$197.71M,n/a,$2624253.23,$34144141.99,$9310248.18,$51321099.33,$72980178.39,$38088429.82,$14665748.40,$74284088.86,$41689156.25,$18673206.28,$22101895.52,$60061031.94,$59452662.83,$15101832.12,$74082698.00,$14473818.99,$95345025.88,$71433903.02,$93542079.40,$42419820.66,57.61,96.1,63.55,84.49,16.42,31.19,58.0,38.53,8.39,16.35
868,Demivee,China,CNY,$232.61M,92.9,$3.17B,$138.36M,$36.76B,$4.06B,$290.7M,n/a,$383.96M,n/a,$1.73B,$134.17M,$56395907.47,$853389.97,$54175837.21,$8031515.02,$33367672.80,$69328988.00,$83178064.73,$45666711.96,$30227873.21,$66371331.61,$63639992.86,$43942368.51,$99986512.54,$99864293.80,$89864495.62,$71082861.56,$77944377.07,$83791132.16,$3352385.55,$1216433.42,25.82,61.75,66.41,21.1,4.77,42.71,58.09,82.43,10.75,17.16
869,Twitterbeat,Poland,PLN,$8.66M,83.5,n/a,$3.69B,$136.89M,$1.06B,$260.75M,$95.97B,$356.99M,$322.51M,$117.69M,n/a,$92598836.36,$84420445.80,$41975692.65,$78683627.59,$99733664.70,$53946256.98,$32150375.14,$47092102.68,$5275225.72,$21148456.71,$89466512.85,$84204943.70,$24735195.22,$95084784.65,$3413861.86,$76978461.60,$46984560.57,$79436339.41,$82956380.90,$71263794.84,66.23,66.98,17.63,11.19,24.43,66.59,57.7,55.82,3.04,14.05
870,Yozio,Indonesia,IDR,$65.43M,21.4,$1.14B,$2.18B,$551.94M,$57.31M,$18.55M,$267.89M,n/a,n/a,$605.76M,$562.64M,$34331122.52,$20305706.11,$7490825.73,$23277720.88,$50911686.76,$82045881.48,$79862017.04,$90456508.68,$93823111.55,$27367852.06,$86234645.98,$78822052.91,$24883153.20,$77000432.69,$83629423.52,$20978137.83,$77023488.44,$12912608.21,$15371177.91,$7022564.05,10.28,9.27,23.78,89.19,3.61,89.63,58.07,97.0,28.75,53.83
871,Npath,Guinea,GNF,$367.04M,54.4,$696.39M,n/a,$147.96M,$299.12M,$702.78M,$267.88M,$23.11B,n/a,$3.24B,$679.83M,$99989640.52,$48957687.94,$70011317.57,$24312233.23,$33789129.84,$730451.95,$97689382.22,$41047955.56,$42329470.43,$57606433.12,$31145822.94,$37357903.61,$3835064.84,$95151060.51,$16941882.52,$29074785.49,$85794714.75,$51250729.77,$60605716.83,$36490843.41,29.18,72.1,50.0,24.82,78.59,51.71,39.59,28.84,98.83,86.93
872,BlogXS,Colombia,COP,$5.14B,83.7,$223.07M,$2.96B,$56.31M,$7.84B,$1.2B,n/a,n/a,$25.34B,$27.15B,$8.02B,$14934849.79,$37666624.86,$78287897.74,$95463977.55,$55467566.24,$35452834.28,$87977500.27,$27731677.88,$90043246.64,$94489076.93,$38305779.72,$57820819.17,$93995467.71,$37195809.18,$64797024.83,$86544124.68,$80689071.13,$64681308.20,$54580054.46,$54671308.11,67.53,26.81,21.18,44.74,73.33,99.45,70.71,55.41,78.39,92.21
873,Thoughtstorm,Indonesia,IDR,n/a,43.2,$725.83M,$1.61B,$658.44M,$35.37M,$3.2B,$30.92M,$16.17B,n/a,n/a,$15.82M,$8495527.27,$15774257.02,$22510378.13,$71084356.37,$33223365.40,$14535867.75,$48910689.78,$22629121.54,$91071795.49,$88761620.01,$51643850.02,$51922390.29,$66806333.01,$38215698.35,$20525065.73,$87912462.90,$82101785.69,$35198695.30,$239663.32,$94913820.83,68.83,69.35,10.23,11.48,3.49,71.68,10.85,51.01,71.0,93.15
874,Twinte,Philippines,PHP,n/a,25.1,$25.85M,$4.16B,$653.44M,$85.51M,$8.13B,$1.15B,$2.96B,$293.68M,$877.03M,$18.22M,$44434978.91,$25356039.22,$59018265.85,$91642303.59,$50365568.33,$51049866.67,$83509786.86,$92650079.85,$31694413.73,$64636508.23,$82893484.73,$59191979.93,$77862646.51,$99133718.94,$24235313.20,$94250423.29,$43672275.10,$98156483.41,$5115909.99,$91311067.00,72.79,12.75,92.23,45.77,63.99,21.38,36.42,83.68,45.09,43.04
875,Einti,Ireland,EUR,$2.71B,61.2,n/a,$1.41B,$1.21B,n/a,$1.3B,n/a,$177.84M,n/a,n/a,$687.82M,$54505290.68,$26212853.57,$9264360.43,$93294775.64,$32984789.62,$48671701.28,$88223244.38,$37227741.30,$55176492.92,$20800427.24,$40182814.91,$95766598.56,$63533272.84,$85005388.50,$62837383.30,$97077490.69,$54544036.91,$63030658.59,$92559647.27,$66782992.37,81.17,75.04,94.25,69.48,53.61,95.11,78.74,53.16,88.3,9.11
876,Tagchat,Albania,ALL,$2.64B,66.8,$127.9M,$1.33B,$16.16M,n/a,$9.32B,$1.56B,$3.26B,$200.65M,$430.84M,$862.98M,$56824605.90,$4271225.54,$98106179.11,$52160642.15,$65302026.40,$79295617.81,$475372.51,$68860470.44,$25466155.44,$47469526.03,$5674116.14,$43235964.36,$23253955.32,$94529074.57,$28119559.40,$32701036.62,$70293427.49,$44366049.76,$258802.42,$68295497.45,30.81,33.24,17.79,84.54,84.78,77.13,55.38,12.16,18.54,53.44
877,Yotz,Bangladesh,BDT,n/a,55.8,$1.47B,$14.44B,$65.43M,$4.46B,$10.77B,$6.6B,$7.89B,$592.36M,$87.17M,$5.44B,$2825359.54,$12273500.64,$82919056.09,$59703365.40,$55108312.87,$66642750.30,$64325481.06,$5909342.68,$91123853.13,$47911331.59,$97086415.63,$26572078.20,$79797901.18,$22821490.10,$7628983.68,$42903407.02,$86242651.63,$8985176.69,$36123276.16,$27920433.16,75.62,6.83,82.5,72.41,35.07,18.42,70.34,21.5,80.2,11.82
878,Jaxworks,China,CNY,$776.78M,28.2,$2.62B,$581.32M,$932.44M,$30.92M,$62M,$8.29B,$10.83M,$36.17B,n/a,n/a,$56029367.62,$42858210.11,$2306691.98,$63638603.73,$90794872.83,$79282370.66,$40966783.08,$28262960.82,$95159771.09,$92964360.36,$26225222.07,$87335125.86,$34351465.59,$95533207.42,$49804387.51,$9427724.78,$24202184.61,$25610009.36,$39082986.99,$52592126.63,59.92,73.66,35.04,87.31,46.12,3.17,28.99,55.68,64.94,4.38
879,Feedfire,Indonesia,IDR,$174.89M,76.1,$436.6M,$340.82M,$1.61B,$626.7M,n/a,$1.9B,$816.59M,$1.1B,$2.83B,$192.01M,$53572680.30,$74122104.83,$90950950.74,$90771077.44,$15016076.10,$50258489.31,$618935.12,$23663542.42,$2059313.64,$40399679.14,$16595029.62,$83414106.12,$73759031.83,$99216278.00,$98328503.52,$30316871.38,$91236867.74,$17088671.45,$96555830.87,$74988934.50,10.92,45.76,1.96,88.38,1.93,63.6,36.87,66.87,48.16,30.64
880,Brainsphere,China,CNY,$8.36B,46.7,$780.79M,$86.97M,$433.94M,$7.84B,$2.05B,$6.28B,$2.34B,n/a,n/a,$210.14M,$59580905.10,$74149586.56,$26401675.47,$31233524.99,$46279738.86,$23013510.61,$44593241.03,$73117970.44,$67753831.09,$90308545.51,$68653173.07,$34072864.61,$78915178.40,$17778128.50,$48013205.83,$70614180.29,$29305716.42,$63812156.59,$13682938.95,$44044788.64,82.7,28.71,27.63,43.64,16.62,7.38,10.42,7.12,99.62,37.37
881,Rooxo,Paraguay,PYG,$335.5M,79.8,$8.52B,$305.6M,$61.21M,$5B,$161.77M,$6.5B,$11.84B,$721.4M,$1.07B,$2.05B,$12779582.33,$41255563.95,$17386243.92,$19754487.05,$66503039.04,$55948927.63,$45858947.79,$36645093.49,$1233722.42,$44297205.81,$15316959.41,$50027839.28,$93097904.84,$96588692.66,$65966203.44,$2517156.25,$90084481.15,$9604712.77,$87242861.76,$9677245.05,84.88,87.34,41.18,78.46,2.37,4.58,11.24,87.95,44.94,73.25
882,Teklist,Indonesia,IDR,$1.16B,50.9,$18.36B,$22.71B,$5.24B,$217.64M,$7.8B,n/a,$6.58B,$423.98M,$850.59M,$139.32M,$65841422.98,$52162859.45,$24556203.96,$75007193.62,$27207244.55,$77401696.36,$2429792.46,$69214373.36,$23571374.47,$48961111.18,$58806418.60,$25600194.36,$5233528.58,$13737276.36,$76608682.23,$63604476.03,$34525933.01,$89489305.52,$6033560.97,$92181915.12,27.57,33.04,7.25,54.84,27.01,65.28,5.7,86.19,59.89,8.3
883,Bluezoom,Brazil,BRL,$1.72B,49.2,$18.49M,$175.04M,$3.98B,$298.66M,$184.47M,$47.48M,$10.27B,$789.19M,$2.29B,$1.73B,$7160947.18,$72889895.66,$48385395.86,$66446065.00,$41180270.20,$85909569.80,$13229440.29,$83519748.75,$83987176.59,$16911831.69,$63190110.10,$67497477.16,$58343690.61,$16638375.88,$50846989.95,$72647358.98,$75083871.03,$90295239.25,$36132776.96,$86138497.70,91.79,74.59,66.98,97.46,29.95,55.27,71.5,99.81,2.39,61.1
884,Rooxo,China,CNY,n/a,93.3,$91.02B,$462.92M,$113.85M,$2.4B,$771.82M,$3.4B,$1.64B,$1.09B,n/a,$228.16M,$8763646.21,$25143245.25,$636110.20,$9396313.37,$54665267.11,$44707934.54,$89565857.50,$80740196.65,$71209144.90,$622070.40,$78025642.01,$42348666.06,$15530746.10,$87260419.19,$82382046.54,$61861514.83,$77912897.72,$39105996.47,$43550871.30,$23521537.58,97.21,86.97,41.61,16.51,29.72,44.61,21.12,6.75,20.05,70.41
885,Oba,Philippines,PHP,$2.61B,66.5,$454.72M,$1.03B,n/a,$83.79B,n/a,$588.96M,$25.01B,$3.39B,n/a,n/a,$88732716.76,$98560907.40,$20991705.23,$15227764.14,$94469644.87,$47252608.80,$5968369.69,$5597773.63,$21558369.86,$82187849.24,$13606604.33,$75524331.45,$87825368.20,$74042255.81,$46675807.10,$19069622.65,$99658426.64,$59167502.11,$40970665.39,$61222953.86,88.73,36.45,42.33,47.71,66.79,34.95,33.86,43.02,25.77,75.45
886,Dabfeed,Haiti,HTG,$296.92M,95.1,$56.08B,$2.86B,$1.5B,n/a,$107.61M,$905.46M,n/a,$5.53B,$3.71B,n/a,$75243745.40,$55567718.16,$66416556.24,$2772089.23,$70226812.52,$87403270.41,$25569871.93,$72056438.20,$77840000.38,$7027602.11,$53162163.89,$43044459.34,$97238440.07,$83715209.11,$62588345.45,$56982742.80,$29040285.64,$36247592.40,$46169685.58,$48801515.76,37.76,34.03,70.32,68.11,77.36,81.86,59.43,70.71,18.47,92.26
887,Zooxo,Philippines,PHP,$9.73M,53.7,$741.2M,$7.07M,$1.77B,$60.09M,$8.73B,$31.03M,$45.43M,$534.71M,$152.41M,$774.83M,$3647199.69,$9979314.77,$15807385.04,$75453694.04,$94178891.92,$78351952.63,$88666379.47,$31185122.84,$33268853.76,$48021786.06,$82932115.96,$77494487.83,$28344206.68,$70271206.62,$71493957.90,$32739271.54,$39894345.91,$88609910.77,$82247110.50,$9379415.60,67.51,70.66,44.92,31.84,69.28,58.62,90.25,24.38,17.26,33.07
888,Photospace,Brazil,BRL,$2.62B,56.8,n/a,$2.31M,$8.55B,$935.95M,n/a,$2.57B,$7.49B,$6.72B,$1.59B,$447.05M,$77488987.84,$42314253.27,$39302889.01,$77551281.71,$61430608.29,$2089836.03,$97349887.74,$14777575.85,$86320393.51,$28054302.55,$30604031.95,$12115175.49,$73179058.17,$4987173.60,$97426724.68,$84130781.58,$50671890.41,$70778473.94,$42060430.05,$20344616.56,24.0,31.46,47.82,58.16,50.48,80.85,29.18,48.31,34.85,48.07
889,Jaxspan,Greece,EUR,$12.16M,43.7,$1.04B,$21.14B,$3.82B,$15.92B,$1.04B,$1.45B,$5.2B,$5.61M,$14.09B,n/a,$89812777.59,$91855720.70,$30130497.79,$70996613.62,$64699169.84,$78912420.66,$49690311.74,$95205483.80,$94522882.87,$51232417.60,$75482393.60,$79586690.40,$96600752.67,$40061724.53,$39291669.96,$99475885.19,$6478352.95,$96578104.02,$32109822.17,$95977342.11,78.19,98.05,54.72,3.92,57.21,83.67,59.55,96.15,89.11,23.54
890,Skalith,Vietnam,VND,$2.15B,97.5,$61.97M,$183.57M,$1.58B,$888.39M,$17.69M,$105.14M,$60.38B,n/a,$1.6B,$13.28B,$42920569.16,$26247719.12,$86242253.55,$77763242.64,$19491154.74,$86561549.64,$55175041.12,$48962153.08,$66021812.44,$74944902.36,$65549464.02,$90449238.65,$85676133.63,$9127373.49,$46692023.67,$52253324.17,$22687063.42,$10904399.35,$95437112.25,$99775393.18,23.72,35.8,49.2,60.38,1.56,23.56,59.73,28.18,86.92,14.23
891,Quimm,China,CNY,$1.06B,40.0,$50.45M,$1.06B,$217.09M,$72.13M,n/a,$2.35B,$35.32B,$1.55B,$45.78M,$184.66M,$79608753.78,$23834190.96,$85835985.31,$6985977.78,$96868942.51,$18090906.42,$48324839.77,$54903647.04,$76958077.84,$31853601.78,$8678797.23,$24464689.49,$39532816.74,$66240732.72,$21032074.77,$22546731.11,$15708505.79,$66353713.54,$25707003.96,$38816637.39,5.34,65.09,97.79,93.99,33.83,59.8,57.89,27.79,30.16,52.93
892,Tazz,Colombia,COP,$562.64M,97.7,$426.47M,$524.24M,$19.4B,$33.57M,$52.7B,$415.83M,$192.43M,$6.96B,$273.47M,$5.99B,$91386050.02,$40973633.37,$31020734.89,$93112174.63,$63023654.58,$39934815.85,$48855705.13,$44266313.64,$23050368.62,$10685328.58,$23968149.67,$77480310.07,$60933928.22,$64470062.03,$57520457.81,$44204186.49,$43907342.96,$79318597.38,$1545642.41,$37816.85,23.63,14.48,24.59,84.4,45.12,85.56,19.03,38.27,21.71,13.78
893,Kwimbee,China,CNY,n/a,40.3,n/a,$861.13M,$1.9B,$794.46M,$22.42B,$970.14M,$461.83M,$1.52B,$741.31M,$1.1B,$67081946.00,$87456295.42,$31075296.06,$80187465.31,$68356198.25,$227125.45,$58221561.61,$56868997.39,$19781227.32,$85050062.38,$33147683.09,$86290583.41,$7845785.32,$70596943.68,$52641121.58,$11178044.10,$80862616.15,$31067263.48,$70519261.12,$80562969.69,75.1,84.27,21.89,79.53,32.07,88.36,17.99,11.68,52.39,59.43
894,Quinu,Sweden,SEK,n/a,24.3,$83.04M,$123.81M,n/a,$570.2M,$8.23B,$134.47M,$178.72M,$1.43B,$323.86M,$16.29M,$60248950.34,$23513085.93,$33013889.87,$25762024.64,$25005031.65,$23795292.15,$29855026.08,$85827964.48,$82602382.30,$81502234.22,$87277480.70,$95117899.73,$62655141.26,$46574348.31,$92542980.27,$124492.82,$16873906.80,$31413762.02,$59407526.32,$65307940.84,41.9,9.83,3.79,97.04,92.51,52.98,19.94,37.32,22.62,66.38
895,Twitterworks,Philippines,PHP,n/a,36.7,$888.48M,$53.16B,$4.16B,$1.11B,n/a,n/a,$5.19B,$467.31M,$6.47B,n/a,$71680350.01,$20800031.76,$15667441.00,$45911436.63,$65251682.69,$9976293.26,$1372200.07,$43421075.56,$50252767.44,$60150990.91,$82333696.72,$74238933.85,$14457174.27,$13021453.95,$49718953.12,$32541225.30,$6764447.62,$90733732.17,$44709035.57,$6918059.36,26.06,51.93,39.46,31.83,29.42,61.07,76.11,19.0,20.25,73.31
896,Miboo,China,CNY,$48.46M,53.5,$69.05M,n/a,$373.18M,$53.99M,$2.81B,$35.47M,$1.2B,$60.18M,$2.98B,$8.07B,$58503266.99,$97195348.02,$31364780.12,$31547030.64,$18595317.55,$77923870.31,$30649060.55,$20727011.71,$48734937.15,$72348267.24,$10025387.01,$94113061.86,$97539538.62,$98969613.22,$97857092.85,$83645473.83,$1775125.42,$22250541.75,$7335249.12,$69351552.24,25.87,85.63,17.71,83.98,75.19,96.31,84.39,77.15,53.47,98.02
897,Edgeclub,Czech Republic,CZK,$34.58M,59.3,n/a,$1.58B,$100.04M,$96.49B,$2.05B,$3.02B,$50.09B,n/a,$4.12B,n/a,$70174312.27,$60794592.69,$65778852.60,$15439687.54,$69370810.09,$82950707.87,$3144862.19,$76929984.56,$79032701.53,$27399764.68,$67539919.37,$99141266.21,$663221.96,$81761357.12,$8820382.22,$63188525.10,$37103193.74,$525928.35,$1372653.19,$36812490.40,91.48,31.66,24.59,80.31,78.04,31.77,32.42,67.06,62.09,89.57
898,Oodoo,Azerbaijan,AZN,n/a,47.8,n/a,$173.78M,$491.02M,$6.84B,$56.28B,$3.56B,n/a,$5.41B,$1.66B,$140.84M,$45582957.19,$84976497.12,$35046467.03,$69771920.49,$94833833.97,$68293157.26,$83225900.87,$77174278.18,$20776862.74,$82464813.29,$63762441.47,$8844608.77,$95863086.34,$3810632.53,$37559580.00,$29779418.39,$20620985.51,$85183690.31,$66531988.56,$66584616.51,53.78,71.29,25.41,36.12,47.43,17.65,95.8,89.52,84.95,94.87
899,Bubblebox,Ukraine,UAH,$11.24B,30.1,$430.9M,$157.5M,$11.35M,$187.3M,$2.89B,$4.6B,n/a,$14.95M,$38.23B,$2.41B,$68486131.46,$65751768.36,$5410086.41,$43824082.99,$13205619.19,$67402453.45,$31058533.46,$36707813.55,$85773090.61,$11287709.78,$3119939.46,$50103590.94,$64059534.62,$74965240.26,$41511271.90,$93677574.75,$59579963.23,$59784697.98,$38380243.04,$93928867.22,94.65,73.37,25.43,93.24,85.59,44.02,49.73,48.09,46.99,28.83
900,Dabfeed,Panama,PAB,$83.18M,95.8,n/a,$3.02B,$893.94M,$19.07M,$654.65M,$1.24B,$14.37B,$3B,$1.55B,$63.65M,$87977812.38,$70061824.70,$62172293.45,$25429349.77,$19970092.84,$59820991.36,$59090728.97,$90164622.49,$6308334.80,$84421425.84,$65595945.35,$15826329.15,$80132681.47,$31436304.77,$44296487.86,$40705911.09,$23388918.52,$48710967.61,$64014980.64,$78175774.84,35.81,98.5,93.97,59.33,18.68,99.16,41.01,84.2,49.21,39.68
901,Devshare,Mexico,MXN,n/a,98.6,n/a,$2.19B,$4.48B,$159.72M,$79.04M,$3.91B,$1.85B,$403.94M,$658.05M,$1.59B,$97278128.48,$81950922.20,$16176212.35,$79456757.34,$14738110.45,$25033926.35,$27318240.92,$75413390.93,$25376615.78,$62241733.21,$94275196.05,$67464377.61,$74534265.79,$96727588.48,$65274545.75,$77402805.79,$10942629.90,$43364502.08,$77630445.77,$54314230.83,24.99,65.21,87.41,52.59,59.79,41.4,7.46,99.32,56.37,67.73
902,Trudeo,Honduras,HNL,$241.57M,39.2,$313.01M,$68M,$156.37M,$2.45B,$3.56B,$2.84B,$587.96M,$356.57M,$13.86B,$87.43M,$76480464.30,$59681183.97,$26085177.76,$82703900.44,$96893870.53,$26677331.76,$24585478.96,$40241023.57,$47344525.19,$21783571.31,$89526461.98,$25631170.98,$52720457.58,$1047784.13,$30024821.60,$5907900.74,$2414833.13,$31817106.46,$27647909.26,$31245208.78,31.24,72.71,64.43,96.15,9.65,24.65,68.71,54.39,11.84,5.65
903,Mynte,Japan,JPY,$5.41B,95.0,$2.45B,$145.93M,n/a,$29.72M,$4.39B,$741.39M,$10.59B,$25.85M,$3.79B,$18.34M,$29347741.27,$60910687.26,$66244335.30,$65890015.73,$58550522.15,$27519833.61,$33086245.56,$31446867.84,$20803873.78,$59575235.76,$2866609.61,$42895338.72,$257984.07,$78748006.53,$25068318.20,$26542731.62,$43068644.41,$94501706.01,$87903082.35,$87485517.50,11.82,80.45,29.99,93.48,29.42,87.02,18.79,42.48,18.31,52.56
904,Dynava,Afghanistan,AFN,$727.71M,35.9,n/a,$60M,$11.94B,$637.26M,$742.14M,$172.77M,$1.3B,$4.08B,n/a,$323.56M,$76958368.68,$17888634.41,$14534695.65,$56064907.15,$1520634.77,$65823438.85,$58063798.07,$56322098.16,$24420421.73,$52149923.27,$23989624.86,$62407896.73,$4068793.45,$24605517.88,$36968870.04,$60295986.99,$56971107.02,$91408419.32,$49366272.69,$77090150.90,91.41,18.61,93.2,80.86,89.56,98.39,46.1,53.22,79.33,63.99
905,Wikivu,Japan,JPY,$328.94M,69.8,$73.91M,$3.5B,$13.85B,$42.37M,$52M,n/a,$4.16B,$19.18B,$56.32M,$52.67M,$56477450.24,$92936038.91,$90612365.81,$39934289.99,$28103679.42,$66672087.00,$29306591.45,$5814603.98,$14740548.64,$40731321.13,$33597498.23,$33595365.33,$7047249.65,$81847262.55,$45140929.34,$12010286.28,$47400099.43,$6030610.62,$67007869.49,$31303115.65,9.46,86.54,34.3,54.01,27.4,84.4,9.13,87.27,76.53,33.03
906,Gabtune,Poland,PLN,$789.19M,54.3,$1.04B,$40.17M,$10.47B,$258.6M,$10.72M,$84.31M,$650.54M,$9.35B,$4.69B,$1.24B,$24299810.36,$15486224.34,$21538173.81,$20337286.44,$52764633.30,$99023968.56,$95586659.75,$72052627.78,$21543527.10,$40013406.06,$88285568.39,$93419120.64,$11259275.78,$95078523.77,$11694931.22,$62146531.60,$6077518.60,$59367953.86,$6050586.70,$99111129.36,40.53,88.68,38.94,28.67,79.99,78.55,13.85,94.13,2.02,55.62
907,Wikibox,Czech Republic,CZK,$899.86M,90.5,$6.43B,$1.21B,$168.26M,$299.1M,$48.52M,$50.34B,$79.41B,$122.88M,$102.6M,$562.75M,$99478184.15,$59684784.07,$86173477.22,$60060839.03,$29670589.12,$92087599.36,$58541111.19,$55266878.84,$56709106.07,$77616616.00,$23943793.32,$57770111.90,$43376828.78,$53290944.35,$89750106.41,$75709153.19,$39772889.34,$55429327.22,$63647579.62,$16285832.68,32.19,31.96,8.19,68.26,81.37,66.36,25.74,34.17,23.42,20.72
908,Quamba,Colombia,COP,$3.08M,53.2,$9.89M,$79.8M,$164.16M,n/a,$7.9B,$412.44M,$273.46M,n/a,$3.43B,$1.28B,$31197218.15,$35868733.38,$24244845.24,$67630184.88,$27100280.95,$87319773.67,$22443039.33,$43418948.84,$50400214.65,$84764726.48,$38261085.38,$21231432.76,$27958951.07,$59228910.26,$57253481.10,$18081454.87,$90102549.40,$99692491.63,$95120952.54,$39229974.30,18.3,82.12,24.93,96.83,2.01,1.71,49.54,77.11,73.26,24.58
909,Browsedrive,China,CNY,$14.16B,70.7,$3.23B,$756.67M,$332.19M,$18.22M,$169.12M,$2.39B,$354.27M,$5.38B,$44.61M,$1.33B,$62685257.07,$49932864.81,$31069059.43,$18617509.71,$67478704.26,$35894953.93,$8570704.96,$35870089.07,$95707216.93,$75558208.40,$27594229.13,$62106607.81,$10358513.01,$71702022.32,$58151121.28,$85487029.83,$72741146.47,$66192002.55,$66557769.85,$52071549.13,93.83,84.91,15.42,82.42,68.34,43.9,15.62,42.58,24.83,99.29
910,Meezzy,Russia,RUB,$7.6B,75.5,$13.07B,$3.64M,$1.01B,n/a,$10.58B,$86.58M,$3.16B,$287.76M,$33.84B,$970.14M,$98679219.60,$7970458.05,$40915353.73,$54813754.17,$68552383.72,$47238801.19,$55528127.35,$65182042.59,$11880438.61,$9994981.83,$57581514.72,$91569427.23,$71234390.89,$74037766.48,$71398142.37,$22471709.01,$95920343.48,$11738639.44,$7852891.00,$31210968.68,20.68,66.77,20.29,11.77,97.47,35.23,30.68,89.53,62.67,91.32
911,Riffpedia,China,CNY,$598.91M,67.2,$383.03M,$7.87B,$12.08B,$1.29B,$115.2M,$4.82B,n/a,$26.13M,$273.41M,$361.05M,$63967550.75,$75988462.17,$74064962.50,$9743192.64,$74219253.80,$62724328.17,$6025512.81,$2332595.29,$82730354.93,$42260080.12,$57762396.39,$43497442.55,$57644459.57,$21451468.32,$66891602.93,$96115525.01,$23832259.45,$75881121.52,$31846928.75,$35776449.77,85.64,98.23,35.01,28.76,76.79,36.46,69.87,32.6,1.1,16.53
912,BlogXS,Latvia,EUR,$631.93M,47.8,n/a,$952.64M,$59.28B,$68.47M,n/a,$14.31B,n/a,$101.07M,$6.19B,$93.98M,$64331449.30,$80389448.80,$98445941.25,$73696957.54,$6069192.07,$47799303.68,$51600830.91,$75392856.52,$73917395.66,$45874254.66,$45017171.72,$55877301.95,$82698563.37,$73505225.35,$22316749.98,$20524044.93,$45191656.84,$93340148.00,$60757316.50,$68610361.64,56.94,80.52,38.19,11.58,86.05,45.7,37.61,39.77,96.35,75.66
913,Eayo,China,CNY,$150.62M,61.7,n/a,$71.21M,$126.72M,$324.65M,$1.64B,$1.33B,$12.08B,$15.36M,$29.1B,n/a,$44122666.16,$26900759.27,$99345292.39,$97846711.72,$73488970.61,$54826642.25,$47023417.17,$84175054.09,$31962002.18,$20591916.50,$18046134.95,$97196594.68,$94537564.51,$55857487.17,$87326459.76,$7119954.50,$95448218.71,$50813222.33,$48232240.82,$63020006.93,98.99,60.2,70.96,78.71,49.81,45.73,45.46,39.67,94.54,37.87
914,Agimba,Japan,JPY,$3.53B,39.8,$776.78M,$2.84B,$1.17B,$445.87M,$345.32M,$231.89M,$76.52M,$648.9M,$557.54M,$2.54B,$49334175.04,$52759631.00,$76534259.05,$63000717.42,$1102185.23,$82956941.78,$26098647.37,$98412402.79,$445130.07,$95098126.09,$34641320.56,$5822808.38,$58410416.19,$15542015.02,$36483014.49,$30381971.02,$98314062.69,$67707418.64,$73028073.73,$86712979.56,16.3,77.15,6.29,23.23,30.24,49.49,10.9,89.82,96.08,86.07
